Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Measured_Value
1,Formula,1.27,0.4365615615615615,0.8334384384384386,0.8334384384384386,143.51
2,Formula,2.0,0.6896718146718147,1.3103281853281854,1.3103281853281854,190.71
3,Formula,1.4335347432024168,0.6108429858429858,0.822691757359431,0.822691757359431,176.01
4,Formula,1.6987551867219914,0.6626984126984127,1.0360567740235789,1.0360567740235789,185.68
5,Formula,1.5184426229508197,0.6672029172029172,0.8512397057479024,0.8512397057479024,186.52
6,Formula,0.9307228915662651,0.02391677391677392,0.9068061176494912,0.9068061176494912,66.56
7,Formula,1.7198795180722888,0.48578936078936075,1.2340901572829281,1.2340901572829281,152.69
8,Formula,1.3333333333333337,0.36920849420849416,0.9641248391248396,0.9641248391248396,130.95
9,Formula,1.238747553816047,0.7579901329901328,0.4807574208259142,0.4807574208259142,203.45
10,Formula,1.5184426229508197,0.5103496353496354,1.0080929876011844,1.0080929876011844,157.27
11,Formula,1.057742782152231,0.3433075933075933,0.7144351888446376,0.7144351888446376,126.12
12,Formula,1.9200000000000002,0.6276276276276275,1.2923723723723728,1.2923723723723728,179.14
13,Formula,1.8023952095808382,0.6402295152295152,1.162165694351323,1.162165694351323,181.49
14,Formula,3.147169811320755,0.8423959673959673,2.304773843924788,2.304773843924788,219.19
15,Formula,1.454764776839566,0.8537644787644787,0.6010002980750873,0.6010002980750873,221.31
16,Formula,1.23,0.44739382239382236,0.7826061776061777,0.7826061776061777,145.53
17,Formula,2.2,0.7339661089661089,1.4660338910338913,1.4660338910338913,198.97
18,Formula,1.423529411764706,0.6153474903474903,0.8081819214172157,0.8081819214172157,176.85
19,Formula,1.3399999999999999,0.7824967824967825,0.5575032175032174,0.5575032175032174,208.02
20,Formula,1.73,0.7135885885885885,1.0164114114114113,1.0164114114114113,195.17
21,Formula,1.5099999999999998,0.5388245388245388,0.9711754611754609,0.9711754611754609,162.58
22,Formula,2.33,0.7413127413127413,1.588687258687259,1.588687258687259,200.34
23,Formula,2.0865384615384617,0.6356177606177605,1.450920700920701,1.450920700920701,180.63
24,Formula,1.43,0.1749249249249249,1.255075075075075,1.255075075075075,94.72
25,Formula,1.4000000000000004,0.8082368082368081,0.5917631917631923,0.5917631917631923,212.82
26,Formula,0.08000000000000004,0.0,0.08000000000000004,0.08000000000000004,62.1
27,Formula,1.04,0.41993779493779493,0.6200622050622051,0.6200622050622051,140.41
28,Formula,0.9068255687974,0.31150793650793646,0.5953176322894635,0.5953176322894635,120.19
29,Formula,2.138655462184874,0.7813170313170313,1.3573384308678427,1.3573384308678427,207.8
30,Formula,1.454764776839566,0.4612827112827113,0.9934820655568546,0.9934820655568546,148.12
31,Formula,0.76,0.4203667953667954,0.3396332046332046,0.3396332046332046,140.49
32,Formula,1.56,0.6997533247533247,0.8602466752466753,0.8602466752466753,192.59
33,Formula,1.057777777777778,0.6518125268125268,0.40596525096525116,0.40596525096525116,183.65
34,Formula,1.5099999999999998,0.7368082368082368,0.773191763191763,0.773191763191763,199.5
35,Formula,1.04,0.5756649506649506,0.46433504933504943,0.46433504933504943,169.45
36,Formula,1.0999999999999999,0.06622694122694123,1.0337730587730587,1.0337730587730587,74.45
37,Formula,2.07,0.7962247962247962,1.2737752037752035,1.2737752037752035,210.58
38,Formula,1.31,0.8186936936936937,0.49130630630630634,0.49130630630630634,214.77
39,Formula,1.08,0.5247747747747747,0.5552252252252253,0.5552252252252253,159.96
