Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Measured_Value
1,Formula,0.29999999999999993,0.5455295910591821,-0.24552959105918215,0.24552959105918215,148.01
2,Formula,0.7850000000000001,0.830264160528321,-0.04526416052832083,0.04526416052832083,192.85
3,Formula,0.5414519906323183,0.7299974599949199,-0.18854546936260164,0.18854546936260164,177.06
4,Formula,0.5537493445201888,0.6692278384556769,-0.11547849393548815,0.11547849393548815,167.49
5,Formula,0.6424242424242423,0.8248666497332994,-0.18244240730905703,0.18244240730905703,192.0
6,Formula,-0.5089820359281436,0.03543307086614176,-0.5444151067942854,0.5444151067942854,67.68
7,Formula,0.24401197604790412,0.627762255524511,-0.3837502794766069,0.3837502794766069,160.96
8,Formula,0.4099999999999999,0.5191135382270764,-0.10911353822707648,0.10911353822707648,143.85
9,Formula,0.7099999999999999,0.860744221488443,-0.15074422148844313,0.15074422148844313,197.65
10,Formula,0.6424242424242423,0.6693548387096773,-0.026930596285434927,0.026930596285434927,167.51
11,Formula,-0.13492063492063494,0.40544831089662176,-0.5403689458172567,0.5403689458172567,125.95
12,Formula,0.71,0.7675895351790702,-0.057589535179070284,0.057589535179070284,182.98
13,Formula,0.7450980392156863,0.7801625603251207,-0.035064521109434366,0.035064521109434366,184.96
14,Formula,1.1391509433962264,0.9448818897637795,0.19426905363244684,0.19426905363244684,210.9
15,Formula,0.5800000000000001,1.0,-0.41999999999999993,0.41999999999999993,219.58
16,Formula,0.11000000000000004,0.5232410464820929,-0.41324104648209287,0.41324104648209287,144.5
17,Formula,0.99,0.8789687579375158,0.11103124206248416,0.11103124206248416,200.52
18,Formula,0.8068181818181819,0.819786639573279,-0.01296845775509714,0.01296845775509714,191.2
19,Formula,0.45999999999999996,0.7953390906781813,-0.33533909067818135,0.33533909067818135,187.35
20,Formula,0.9117647058823529,0.8134366268732536,0.09832807900909935,0.09832807900909935,190.2
21,Formula,-0.8872180451127817,0.0,-0.8872180451127817,0.8872180451127817,62.1
22,Formula,-0.16000000000000003,0.49726949453898905,-0.6572694945389891,0.6572694945389891,140.41
23,Formula,-0.050000000000000044,0.3688722377444754,-0.41887223774447546,0.41887223774447546,120.19
24,Formula,0.8900000000000001,0.9251968503937008,-0.035196850393700685,0.035196850393700685,207.8
25,Formula,0.5800000000000001,0.5462280924561849,0.033771907543815205,0.033771907543815205,148.12
26,Formula,0.1399999999999999,0.4977774955549911,-0.3577774955549912,0.3577774955549912,140.49
27,Formula,0.6099999999999999,0.8286131572263145,-0.21861315722631458,0.21861315722631458,192.59
28,Formula,0.528443113772455,0.7718440436880873,-0.24340092991563234,0.24340092991563234,183.65
29,Formula,0.8599999999999999,0.8724917449834899,-0.012491744983490038,0.012491744983490038,199.5
30,Formula,0.3627450980392156,0.6816738633477266,-0.318928765308511,0.318928765308511,169.45
31,Formula,0.39999999999999997,0.8514097028194056,-0.4514097028194057,0.4514097028194057,196.18
32,Formula,1.0999999999999999,0.8341376682753365,0.26586233172466334,0.26586233172466334,193.46
33,Formula,0.44999999999999996,0.5324485648971297,-0.0824485648971297,0.0824485648971297,145.95
34,Formula,0.6636363636363638,0.6477012954025907,0.01593506823377311,0.01593506823377311,164.1
35,Formula,0.7200000000000001,0.8262636525273049,-0.10626365252730485,0.10626365252730485,192.22
36,Formula,0.030000000000000027,0.5930911861823723,-0.5630911861823723,0.5630911861823723,155.5
37,Formula,0.8000000000000002,0.6210947421894844,0.1789052578105158,0.1789052578105158,159.91
38,Formula,0.17272727272727256,0.5168910337820676,-0.344163761054795,0.344163761054795,143.5
39,Formula,0.5999999999999999,0.7072644145288289,-0.10726441452882907,0.10726441452882907,173.48
40,Formula,0.29,0.716789433578867,-0.42678943357886706,0.42678943357886706,174.98
