Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Measured_Value
1,Formula,0.8300000000000001,0.4365615615615615,0.39343843843843856,0.39343843843843856,143.51
2,Formula,1.6099999999999999,0.6896718146718147,0.9203281853281852,0.9203281853281852,190.71
3,Formula,1.125523012552301,0.6108429858429858,0.5146800267093152,0.5146800267093152,176.01
4,Formula,1.1970826580226905,0.6626984126984127,0.5343842453242779,0.5343842453242779,185.68
5,Formula,1.2026431718061674,0.6672029172029172,0.5354402546032502,0.5354402546032502,186.52
6,Formula,0.2899999999999998,0.02391677391677392,0.2660832260832259,0.2660832260832259,66.56
7,Formula,1.0499999999999998,0.48578936078936075,0.5642106392106391,0.5642106392106391,152.69
8,Formula,1.5500000000000003,0.36920849420849416,1.1807915057915062,1.1807915057915062,130.95
9,Formula,1.6641509433962263,0.7579901329901328,0.9061608104060934,0.9061608104060934,203.45
10,Formula,1.2026431718061674,0.5103496353496354,0.692293536456532,0.692293536456532,157.27
11,Formula,0.26916002452483134,0.3433075933075933,-0.07414756878276196,0.07414756878276196,126.12
12,Formula,1.2593500919681178,0.6276276276276275,0.6317224643404903,0.6317224643404903,179.14
13,Formula,0.9614003590664274,0.6402295152295152,0.3211708438369122,0.3211708438369122,181.49
14,Formula,2.9665738161559885,0.8423959673959673,2.124177848760021,2.124177848760021,219.19
15,Formula,1.5699999999999998,0.8537644787644787,0.7162355212355211,0.7162355212355211,221.31
16,Formula,0.7999999999999999,0.44739382239382236,0.3526061776061776,0.3526061776061776,145.53
17,Formula,1.85,0.7339661089661089,1.1160338910338912,1.1160338910338912,198.97
18,Formula,1.5900000000000003,0.6153474903474903,0.97465250965251,0.97465250965251,176.85
19,Formula,1.9900000000000002,0.7824967824967825,1.2075032175032177,1.2075032175032177,208.02
20,Formula,1.3199999999999998,0.7135885885885885,0.6064114114114113,0.6064114114114113,195.17
21,Formula,1.02,0.5388245388245388,0.48117546117546117,0.48117546117546117,162.58
22,Formula,1.9700000000000002,0.7413127413127413,1.228687258687259,1.228687258687259,200.34
23,Formula,1.2694610778443112,0.6356177606177605,0.6338433172265506,0.6338433172265506,180.63
24,Formula,0.6977401129943502,0.1749249249249249,0.5228151880694254,0.5228151880694254,94.72
25,Formula,1.6900000000000002,0.8082368082368081,0.8817631917631921,0.8817631917631921,212.82
