Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Predicted_Value,Original_Measured_Value
1,Formula,0.4913087200114927,0.5029133756312314,-0.011604655619738724,0.011604655619738724,0.81,152.13
2,Formula,0.7014796724608535,0.8627476369286547,-0.16126796446780123,0.16126796446780123,1.58,207.71
3,Formula,0.0,0.7415512106694291,-0.7415512106694291,0.7415512106694291,-0.99,188.99
4,Formula,0.7138643725102962,0.7934092969053478,-0.07954492439505156,0.07954492439505156,1.6253736300232482,197.0
5,Formula,0.6646876039303123,0.8058396995986016,-0.14115209566828923,0.14115209566828923,1.4452054794520548,198.92
6,Formula,0.43944835512139074,0.21746730545124957,0.22198104967014118,0.22198104967014118,0.6200000000000002,108.04
7,Formula,0.674184743571326,0.6042988475980836,0.06988589597324235,0.06988589597324235,1.48,167.79
8,Formula,0.5950294497916966,0.47798782856402955,0.11704162122766704,0.11704162122766704,1.19,148.28
9,Formula,0.7287746013503809,0.7609737148776383,-0.03219911352725746,0.03219911352725746,1.6800000000000004,191.99
10,Formula,0.6646876039303123,0.5025249255470672,0.16216267838324516,0.16216267838324516,1.4452054794520548,152.07
11,Formula,0.40647608102284155,0.40793733005308824,-0.0014612490302466918,0.0014612490302466918,0.4992,137.46
12,Formula,0.6798620887803477,0.6983037679658165,-0.018441679185468796,0.018441679185468796,1.5008000000000001,182.31
13,Formula,0.6006817157223604,0.680435064094264,-0.07975334837190362,0.07975334837190362,1.2107081174438687,179.55
14,Formula,1.0,0.9155121066942901,0.08448789330570994,0.08448789330570994,2.6736842105263157,215.86
15,Formula,0.7182331115723565,0.9093616470283569,-0.1911285354560004,0.1911285354560004,1.6413793103448278,214.91
16,Formula,0.5861532248851024,0.554512495144374,0.0316407297407284,0.0316407297407284,1.15748031496063,160.1
17,Formula,0.8451326682857357,0.8290819629677587,0.016050705317977032,0.016050705317977032,2.1062992125984246,202.51
18,Formula,0.6468898146817987,0.6966204842677718,-0.04973066958597305,0.04973066958597305,1.3800000000000001,182.05
19,Formula,0.7970119235741993,0.8482455004531918,-0.05123357687899255,0.05123357687899255,1.9300000000000004,205.47
20,Formula,0.7178566297945698,0.8116017091803704,-0.09374507938580068,0.09374507938580068,1.64,199.81
21,Formula,0.6106663060166948,0.6069532565065389,0.0037130495101559413,0.0037130495101559413,1.247288503253796,168.2
22,Formula,0.8729581389464267,0.8976434028227372,-0.024685263876310537,0.024685263876310537,2.2082429501084606,213.1
23,Formula,0.8550022110417257,0.7973585394276838,0.057643671614041936,0.057643671614041936,2.142458100558659,197.61
24,Formula,0.5088398147704761,0.3177521688463033,0.19108764592417282,0.19108764592417282,0.8742283950617282,123.53
25,Formula,0.8110284103675859,0.9542276317493202,-0.14319922138173435,0.14319922138173435,1.981351981351981,221.84
26,Formula,0.2643044863398599,0.13511588760844226,0.12918859873141766,0.12918859873141766,-0.021671826625387025,95.32
27,Formula,0.5192261648230618,0.6171177003755018,-0.09789153555244001,0.09789153555244001,0.912280701754386,169.77
28,Formula,0.7533400373509554,0.4043765376149165,0.34896349973603896,0.34896349973603896,1.7700000000000002,136.91
29,Formula,0.7997414164631519,0.887996892399327,-0.08825547593617511,0.08825547593617511,1.94,211.61
30,Formula,0.7182331115723565,0.5353489576589407,0.18288415391341573,0.18288415391341573,1.6413793103448278,157.14
31,Formula,0.38758799023128865,0.49715136604946275,-0.1095633758181741,0.1095633758181741,0.43,151.24
32,Formula,0.6359718431259878,0.8630713453321249,-0.22709950220613717,0.22709950220613717,1.34,207.76
33,Formula,0.7287746013503807,0.7299624498251974,-0.0011878484748166773,0.0011878484748166773,1.68,187.2
34,Formula,0.6359718431259878,0.7759937847986534,-0.14002194167266568,0.14002194167266568,1.34,194.31
35,Formula,0.6250538715701768,0.6213259096206137,0.003727961949563041,0.003727961949563041,1.2999999999999998,170.42
36,Formula,0.3076402630322859,0.0,0.3076402630322859,0.3076402630322859,0.13709677419354843,74.45
37,Formula,0.5805895519275596,0.8813284992878416,-0.30073894736028206,0.30073894736028206,1.1370967741935485,210.58
38,Formula,0.7830336115065323,0.9084552634986405,-0.1254216519921082,0.1254216519921082,1.878787878787879,214.77
39,Formula,0.6904750503371392,0.5536061116146577,0.13686893872248151,0.13686893872248151,1.5396825396825395,159.96
40,Formula,0.8097559195102652,1.0,-0.19024408048973485,0.19024408048973485,1.9766899766899768,228.91
41,Formula,0.4612842982330126,0.7196685225948467,-0.2583842243618341,0.2583842243618341,0.7000000000000002,185.61
42,Formula,0.7287746013503807,0.7054900945228538,0.02328450682752692,0.02328450682752692,1.6799999999999997,183.42
43,Formula,0.5658784657376814,0.5694678233846951,-0.0035893576470137356,0.0035893576470137356,1.0831999999999997,162.41
44,Formula,0.6700818115853844,0.5953644956623074,0.07471731592307695,0.07471731592307695,1.4649681528662422,166.41
45,Formula,0.9689699755782216,0.9151883982908199,0.05378157728740174,0.05378157728740174,2.56,215.81
46,Formula,0.6004884355696022,0.40347015408520015,0.19701828148440204,0.19701828148440204,1.21,136.77
47,Formula,0.9061916391323087,0.8440372912080799,0.0621543479242288,0.0621543479242288,2.33,204.82
48,Formula,0.7065211449861467,0.8111485174155123,-0.1046273724293656,0.1046273724293656,1.598470363288719,199.74
49,Formula,0.31242844892827054,0.5999611549915836,-0.2875327060633131,0.2875327060633131,0.154639175257732,167.12
50,Formula,0.6538613657885949,0.8810047908843713,-0.22714342509577645,0.22714342509577645,1.4055415617128464,210.53
51,Formula,0.5431690849015947,0.651236566101256,-0.10806748119966136,0.10806748119966136,1.0,175.04
52,Formula,0.7424220657951446,0.9112391557684839,-0.16881708997333933,0.16881708997333933,1.7300000000000004,215.2
53,Formula,0.7736395109555508,0.8934351935776254,-0.11979568262207452,0.11979568262207452,1.844370860927152,212.45
54,Formula,0.5768203670941627,0.4993525831930598,0.07746778390110293,0.07746778390110293,1.1232876712328768,151.58
55,Formula,0.7486309122568282,0.8946652855108119,-0.14603437325398372,0.14603437325398372,1.752747252747253,212.64
56,Formula,0.5540870564574056,0.4709309853683802,0.08315607108902545,0.08315607108902545,1.04,147.19
57,Formula,0.7724464875736246,0.5391687168198886,0.2332777707537359,0.2332777707537359,1.8400000000000003,157.73
58,Formula,0.5375354566478223,0.47332642755405935,0.06420902909376297,0.06420902909376297,0.9793601651186794,147.56
59,Formula,0.6115465248301849,0.7638223488281757,-0.15227582399799078,0.15227582399799078,1.2505133470225875,192.43
60,Formula,0.8352248240195377,0.5723164573352324,0.2629083666843053,0.2629083666843053,2.0700000000000003,162.85
61,Formula,0.6912396141715798,0.7119642625922569,-0.020724648420677116,0.020724648420677116,1.5424836601307192,184.42
62,Formula,0.9392131511417958,0.6834131814061893,0.2557999697356065,0.2557999697356065,2.450980392156863,180.01
63,Formula,0.663266772015515,0.31781691052699734,0.34544986148851764,0.34544986148851764,1.44,123.54
64,Formula,0.5146920921625209,0.5855885018775089,-0.070896409714988,0.070896409714988,0.8956692913385829,164.9
65,Formula,0.7808991107136073,0.745759419914541,0.035139690799066314,0.035139690799066314,1.870967741935484,189.64
