Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Measured_Value
1,Formula,1.6099999999999999,0.05639913232104122,1.5536008676789586,1.5536008676789586,0.78
2,Formula,1.125523012552301,0.03253796095444685,1.092985051597854,1.092985051597854,0.45
3,Formula,0.8300000000000001,0.6059291395516992,0.22407086044830082,0.22407086044830082,8.38
4,Formula,1.1970826580226905,0.3376717281272596,0.8594109298954309,0.8594109298954309,4.67
5,Formula,1.2026431718061674,0.4215473608098337,0.7810958109963337,0.7810958109963337,5.83
6,Formula,1.0499999999999998,0.052060737527114966,0.9979392624728849,0.9979392624728849,0.72
7,Formula,1.6641509433962263,0.146059291395517,1.5180916520007093,1.5180916520007093,2.02
8,Formula,1.2026431718061674,0.381055676066522,0.8215874957396454,0.8215874957396454,5.27
9,Formula,1.2593500919681178,0.035430224150397684,1.22391986781772,1.22391986781772,0.49
10,Formula,0.9614003590664274,0.0809833694866233,0.8804169895798041,0.8804169895798041,1.12
11,Formula,0.26916002452483134,0.7114967462039046,-0.44233672167907323,0.44233672167907323,9.84
12,Formula,2.9665738161559885,0.24222704266088216,2.7243467734951063,2.7243467734951063,3.35
13,Formula,1.5699999999999998,0.6456977584960231,0.9243022415039768,0.9243022415039768,8.93
14,Formula,1.85,0.04772234273318872,1.8022776572668113,1.8022776572668113,0.66
15,Formula,1.5900000000000003,0.019522776572668113,1.570477223427332,1.570477223427332,0.27
16,Formula,0.7999999999999999,0.37744034707158347,0.42255965292841646,0.42255965292841646,5.22
17,Formula,1.9900000000000002,0.27910339840925524,1.710896601590745,1.710896601590745,3.86
18,Formula,1.3199999999999998,0.18076644974692696,1.1392335502530728,1.1392335502530728,2.5
19,Formula,1.63,0.0,1.63,1.63,0.0
20,Formula,0.8500000000000001,0.2848879248011569,0.5651120751988432,0.5651120751988432,3.94
21,Formula,1.859139389481427,1.0,0.859139389481427,0.859139389481427,13.83
22,Formula,1.444933920704846,0.2089660159074476,1.2359679047973984,1.2359679047973984,2.89
23,Formula,1.53,0.04772234273318872,1.4822776572668113,1.4822776572668113,0.66
24,Formula,0.4100000000000001,0.9566160520607375,-0.5466160520607375,0.5466160520607375,13.23
25,Formula,1.41,0.14461315979754158,1.2653868402024584,1.2653868402024584,2.0
26,Formula,1.8421494542401342,0.39117859725235,1.4509708569877842,1.4509708569877842,5.41
