Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Predicted_Value,Original_Measured_Value
1,Formula,0.49362529109216097,0.5081512605042017,-0.014525969412040707,0.014525969412040707,0.6428571428571428,155.79
3,Formula,0.7672005585903992,0.8031932773109245,-0.03599271872052534,0.03599271872052534,1.010223490252021,190.9
4,Formula,0.7308222153210883,0.7342857142857142,-0.003463498964625944,0.003463498964625944,0.9613733905579401,182.7
5,Formula,0.6783479215753169,0.9083193277310925,-0.2299714061557756,0.2299714061557756,0.890909090909091,203.41
6,Formula,0.1563855986865252,0.0907563025210085,0.06562929616551672,0.06562929616551672,0.19000000000000009,106.12
8,Formula,0.5287322622258708,0.48352941176470604,0.045202850461164734,0.045202850461164734,0.6900000000000001,152.86
9,Formula,0.712154497627992,0.7998319327731093,-0.08767743514511728,0.08767743514511728,0.9363057324840769,190.5
10,Formula,0.6783479215753169,0.506218487394958,0.17212943418035886,0.17212943418035886,0.890909090909091,155.56
11,Formula,0.33600016353880763,0.3533613445378152,-0.017361180999007575,0.017361180999007575,0.43119266055045874,137.37
13,Formula,0.8079439031708293,0.7272268907563026,0.08071701241452667,0.08071701241452667,1.0649350649350648,181.86
14,Formula,0.9956765636180382,0.9652941176470589,0.030382445970979388,0.030382445970979388,1.3170289855072461,210.19
15,Formula,0.7399900008024047,1.0,-0.26000999919759527,0.26000999919759527,0.9736842105263158,214.32
16,Formula,0.5429491348337366,0.5757983193277312,-0.03284918449399454,0.03284918449399454,0.709090909090909,163.84
18,Formula,0.8706379529214732,0.7984873949579833,0.0721505579634899,0.0721505579634899,1.1491228070175437,190.34
19,Formula,0.8191626597865603,0.8048739495798319,0.014288710206728394,0.014288710206728394,1.08,191.1
20,Formula,0.9532074586607249,0.9015966386554624,0.051610820005262514,0.051610820005262514,1.2600000000000002,202.61
21,Formula,0.0,0.0,0.0,0.0,-0.01999999999999999,95.32
23,Formula,0.30567887997230075,0.34949579831932776,-0.043816918347027,0.043816918347027,0.3904761904761903,136.91
24,Formula,1.0,0.9772268907563026,0.022773109243697354,0.022773109243697354,1.3228346456692914,211.61
25,Formula,0.7399900008024047,0.5194957983193277,0.22049420248307705,0.22049420248307705,0.9736842105263158,157.14
26,Formula,0.4244751964348541,0.46991596638655475,-0.045440769951700655,0.045440769951700655,0.5500000000000002,151.24
28,Formula,0.7372463938079044,0.7721008403361345,-0.03485444652823011,0.03485444652823011,0.9700000000000001,187.2
29,Formula,0.8340565263281342,0.8318487394957984,0.0022077868323358008,0.0022077868323358008,1.1,194.31
30,Formula,0.6329893280168876,0.6310924369747899,0.0018968910420976703,0.0018968910420976703,0.8300000000000001,170.42
31,Formula,0.7297994605371173,0.7553781512605043,-0.025578690723387032,0.025578690723387032,0.96,185.21
33,Formula,0.49149759587193625,0.4381512605042018,0.053346335367734476,0.053346335367734476,0.6400000000000001,147.46
34,Formula,0.6925647941831828,0.5926050420168069,0.09995975216637598,0.09995975216637598,0.91,165.84
35,Formula,0.9010789257652163,0.9360504201680674,-0.03497149440285108,0.03497149440285108,1.19,206.71
36,Formula,0.46915679605957544,0.4689075630252102,0.00024923303436524824,0.00024923303436524824,0.61,151.12
38,Formula,0.4691567960595755,0.46873949579831936,0.00041730026125613717,0.00041730026125613717,0.6100000000000001,151.1
39,Formula,0.80501778406035,0.7850420168067228,0.019975767253627152,0.019975767253627152,1.0610057708161582,188.74
40,Formula,0.6106485282045266,0.6091596638655463,0.0014888643389803224,0.0014888643389803224,0.7999999999999998,167.81
