Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Predicted_Value,Original_Measured_Value
1,Formula,0.5878570077548703,0.5081512605042017,0.07970574725066859,0.07970574725066859,0.3299999999999999,155.79
2,Formula,0.9237752979005106,0.9541176470588237,-0.03034234915831313,0.03034234915831313,0.8099999999999998,208.86
4,Formula,0.7253666058318731,0.7342857142857142,-0.00891910845384114,0.00891910845384114,0.5264900662251656,182.7
5,Formula,0.6852948451208334,0.9083193277310925,-0.2230244826102591,0.2230244826102591,0.46923076923076923,203.41
6,Formula,0.16096084736145255,0.0907563025210085,0.07020454484044406,0.07020454484044406,-0.2799999999999999,106.12
7,Formula,0.6158501986003404,0.6264705882352942,-0.01062038963495382,0.01062038963495382,0.37,169.87
9,Formula,0.8537923207868358,0.7998319327731093,0.05396038801372649,0.05396038801372649,0.7100000000000002,190.5
10,Formula,0.6852948451208334,0.506218487394958,0.17907635772587538,0.17907635772587538,0.46923076923076923,155.56
11,Formula,0.2519387176092301,0.3533613445378152,-0.10142262692858511,0.10142262692858511,-0.15000000000000002,137.37
12,Formula,0.8257991299413656,0.756218487394958,0.06958064254640761,0.06958064254640761,0.67,185.31
14,Formula,1.0,0.9652941176470589,0.03470588235294114,0.03470588235294114,0.918918918918919,210.19
15,Formula,0.801249545906251,1.0,-0.19875045409374903,0.19875045409374903,0.6349206349206349,214.32
16,Formula,0.43389445810478516,0.5757983193277312,-0.14190386122294602,0.14190386122294602,0.10999999999999993,163.84
17,Formula,0.9517684887459809,0.9273949579831934,0.024373530762787476,0.024373530762787476,0.85,205.68
19,Formula,0.7908076413845282,0.8048739495798319,-0.014066308195303745,0.014066308195303745,0.6200000000000002,191.1
20,Formula,0.9587667864573484,0.9015966386554624,0.05717014780188601,0.05717014780188601,0.8600000000000001,202.61
21,Formula,0.0,0.0,0.0,0.0,-0.5099999999999998,95.32
22,Formula,0.5248723283525629,0.6256302521008404,-0.10075792374827752,0.10075792374827752,0.24000000000000007,169.77
24,Formula,0.9455117325139635,0.9772268907563026,-0.03171515824233917,0.03171515824233917,0.8410596026490067,211.61
25,Formula,0.801249545906251,0.5194957983193277,0.2817537475869233,0.2817537475869233,0.6349206349206349,157.14
26,Formula,0.5528655191980328,0.46991596638655475,0.08294955281147809,0.08294955281147809,0.28,151.24
27,Formula,0.9027804047664082,0.944873949579832,-0.042093544813423756,0.042093544813423756,0.78,207.76
29,Formula,0.7558161528276905,0.8318487394957984,-0.07603258666810786,0.07603258666810786,0.5700000000000001,194.31
30,Formula,0.6858331757140156,0.6310924369747899,0.05474073873922569,0.05474073873922569,0.47000000000000014,170.42
31,Formula,0.5248723283525628,0.7553781512605043,-0.23050582290794153,0.23050582290794153,0.24000000000000005,185.21
32,Formula,0.9517684887459809,0.7294117647058824,0.22235672404009843,0.22235672404009843,0.8500000000000001,182.12
34,Formula,0.678834878002648,0.5926050420168069,0.08622983598584111,0.08622983598584111,0.4599999999999999,165.84
35,Formula,0.8577946917187549,0.9360504201680674,-0.0782557284493125,0.0782557284493125,0.7157190635451505,206.71
36,Formula,0.40590126725931525,0.4689075630252102,-0.06300629576589495,0.06300629576589495,0.07000000000000006,151.12
37,Formula,0.748817855116323,0.5545378151260505,0.19428003999027255,0.19428003999027255,0.56,161.31
39,Formula,0.8520222742909812,0.7850420168067228,0.0669802574842584,0.0669802574842584,0.7074707470747075,188.74
40,Formula,0.588629395127697,0.6091596638655463,-0.020530268737849355,0.020530268737849355,0.33110367892976583,167.81
