Feature,Importance
drug_Venetoclax,34.92914285714286
drug_Midostaurin,18.763
drug_Ibrutinib,15.56514285714285
FLT3,13.616000000000001
DNMT3A,11.510916666666683
DAB2IP,9.714000000000006
drug_Entospletinib,2.2065714285714386
drug_Selumetinib,1.6055714285714378
NPM1,1.2584166666666605
