Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Measured_Value
1,Formula,2.0,0.03161734900689096,1.968382650993109,1.968382650993109,0.78
2,Formula,1.4335347432024168,0.01824077827320632,1.4152939649292104,1.4152939649292104,0.45
3,Formula,1.27,0.3396838265099311,0.9303161734900689,0.9303161734900689,8.38
4,Formula,1.6987551867219914,0.18929874341305228,1.5094564433089392,1.5094564433089392,4.67
5,Formula,1.5184426229508197,0.23631941629509523,1.2821232066557244,1.2821232066557244,5.83
6,Formula,1.7198795180722888,0.029185245237130116,1.6906942728351586,1.6906942728351586,0.72
7,Formula,1.3333333333333337,0.0,1.3333333333333337,1.3333333333333337,0.0
8,Formula,0.9307228915662651,0.8163761653830564,0.11434672618320874,0.11434672618320874,20.14
9,Formula,1.238747553816047,0.08188082691528172,1.1568667269007653,1.1568667269007653,2.02
10,Formula,1.5184426229508197,0.21361978111066068,1.304822841840159,1.304822841840159,5.27
11,Formula,1.9200000000000002,0.019862180786380218,1.90013781921362,1.90013781921362,0.49
12,Formula,1.8023952095808382,0.04539927036886907,1.7569959392119692,1.7569959392119692,1.12
13,Formula,1.057742782152231,0.39886501824077825,0.6588777639114527,0.6588777639114527,9.84
14,Formula,3.147169811320755,0.13579246047831373,3.0113773508424413,3.0113773508424413,3.35
15,Formula,1.454764776839566,0.36197811106607214,1.092786665773494,1.092786665773494,8.93
16,Formula,2.2,0.026753141467369273,2.173246858532631,2.173246858532631,0.66
17,Formula,1.423529411764706,0.010944466963923795,1.4125849448007821,1.4125849448007821,0.27
18,Formula,1.23,0.21159302796919333,1.0184069720308067,1.0184069720308067,5.22
19,Formula,1.3399999999999999,0.1564653425212809,1.1835346574787189,1.1835346574787189,3.86
20,Formula,1.73,0.10133765707336846,1.6286623429266316,1.6286623429266316,2.5
21,Formula,2.0300000000000002,0.0,2.0300000000000002,2.0300000000000002,0.0
22,Formula,1.442857142857143,0.0,1.442857142857143,1.442857142857143,0.0
23,Formula,1.3,0.1597081475476287,1.1402918524523713,1.1402918524523713,3.94
24,Formula,1.7252466203872854,0.5605999189298743,1.1646467014574111,1.1646467014574111,13.83
25,Formula,1.5084175084175084,0.11714633157681394,1.3912711768406945,1.3912711768406945,2.89
26,Formula,1.04,0.020267531414673693,1.0197324685853264,1.0197324685853264,0.5
27,Formula,0.9068255687974,0.0,0.9068255687974,0.9068255687974,0.0
28,Formula,0.08000000000000004,0.5188488042156465,-0.4388488042156464,0.4388488042156464,12.8
29,Formula,2.138655462184874,0.2667207134171058,1.8719347487677682,1.8719347487677682,6.58
30,Formula,1.454764776839566,0.5293879205512768,0.9253768562882891,0.9253768562882891,13.06
31,Formula,1.56,0.028374543980543166,1.5316254560194569,1.5316254560194569,0.7
32,Formula,1.057777777777778,0.028374543980543166,1.0294032337972348,1.0294032337972348,0.7
33,Formula,0.76,0.6858532630725578,0.07414673692744222,0.07414673692744222,16.92
34,Formula,1.5099999999999998,0.15524929063640047,1.3547507093635993,1.3547507093635993,3.83
35,Formula,1.04,0.6615322253749493,0.37846777462505077,0.37846777462505077,16.32
36,Formula,1.4899999999999998,0.026753141467369273,1.4632468585326306,1.4632468585326306,0.66
37,Formula,0.77,0.08228617754357517,0.6877138224564249,0.6877138224564249,2.03
38,Formula,0.47999999999999987,0.5362788812322659,-0.05627888123226599,0.05627888123226599,13.23
39,Formula,1.4100000000000004,0.08107012565869477,1.3289298743413056,1.3289298743413056,2.0
40,Formula,2.4000000000000004,0.21929468990676934,2.180705310093231,2.180705310093231,5.41
41,Formula,1.9200000000000002,0.0,1.9200000000000002,1.9200000000000002,0.0
42,Formula,1.9263803680981595,0.032428050263477906,1.8939523178346815,1.8939523178346815,0.8
43,Formula,1.0603674540682415,0.0851236319416295,0.975243822126612,0.975243822126612,2.1
44,Formula,3.2050314465408807,0.2695581678151601,2.9354732787257207,2.9354732787257207,6.65
45,Formula,2.2478991596638656,0.39440616132955003,1.8534929983343156,1.8534929983343156,9.73
46,Formula,2.27,0.0,2.27,2.27,0.0
47,Formula,1.2599999999999998,1.0,0.2599999999999998,0.2599999999999998,24.67
48,Formula,1.3499999999999999,0.4195379002837454,0.9304620997162545,0.9304620997162545,10.35
49,Formula,1.7400000000000002,0.23348196189704093,1.5065180381029593,1.5065180381029593,5.76
50,Formula,1.8499999999999996,0.031211998378597484,1.8187880016214022,1.8187880016214022,0.77
51,Formula,1.051094890510949,0.23348196189704093,0.817612928613908,0.817612928613908,5.76
52,Formula,1.4,0.1970004053506283,1.2029995946493717,1.2029995946493717,4.86
53,Formula,1.6500000000000001,0.843534657478719,0.8064653425212811,0.8064653425212811,20.81
54,Formula,1.6199999999999997,0.012160518848804215,1.6078394811511953,1.6078394811511953,0.3
55,Formula,0.79,0.0,0.79,0.79,0.0
56,Formula,1.89,0.4438589379813538,1.4461410620186461,1.4461410620186461,10.95
57,Formula,2.4000000000000004,0.07417916497770571,2.3258208350222946,2.3258208350222946,1.83
