Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Measured_Value
1,Formula,1.4530386740331493,0.03395061728395061,1.4190880567491988,1.4190880567491988,0.71
2,Formula,0.9010238907849828,0.012345679012345677,0.8886782117726372,0.8886782117726372,0.43
3,Formula,0.7942857142857143,0.599537037037037,0.19474867724867728,0.19474867724867728,8.04
4,Formula,1.2408732999284182,0.4035493827160494,0.8373239172123688,0.8373239172123688,5.5
5,Formula,0.6967213114754099,0.40740740740740733,0.2893139040680026,0.2893139040680026,5.55
6,Formula,0.81,0.03472222222222222,0.7752777777777778,0.7752777777777778,0.72
7,Formula,0.6891891891891893,0.13503086419753085,0.5541583249916584,0.5541583249916584,2.02
8,Formula,0.6967213114754099,0.38580246913580246,0.3109188423396075,0.3109188423396075,5.27
9,Formula,0.95,0.012345679012345677,0.9376543209876543,0.9376543209876543,0.43
10,Formula,0.8254716981132076,0.06172839506172839,0.7637433030514793,0.7637433030514793,1.07
11,Formula,0.09826589595375723,0.6527777777777778,-0.5545118818240206,0.5545118818240206,8.73
12,Formula,1.2594594594594593,0.26543209876543206,0.9940273606940272,0.9940273606940272,3.71
13,Formula,0.7953216374269005,0.6751543209876543,0.12016731643924627,0.12016731643924627,9.02
14,Formula,1.3376623376623378,0.02160493827160494,1.3160573993907327,1.3160573993907327,0.55
15,Formula,1.1291666666666664,0.0,1.1291666666666664,1.1291666666666664,0.27
16,Formula,0.4675324675324676,0.5964506172839507,-0.12891814975148308,0.12891814975148308,8.0
17,Formula,0.8993288590604028,0.3927469135802469,0.5065819454801559,0.5065819454801559,5.36
18,Formula,1.52,0.21373456790123455,1.3062654320987654,1.3062654320987654,3.04
19,Formula,0.9900000000000001,0.025462962962962958,0.9645370370370372,0.9645370370370372,0.6
20,Formula,0.5818181818181818,1.0,-0.4181818181818182,0.4181818181818182,13.23
21,Formula,1.09,0.24845679012345678,0.8415432098765433,0.8415432098765433,3.49
22,Formula,1.26,0.35030864197530853,0.9096913580246915,0.9096913580246915,4.81
