Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Measured_Value
1,Formula,0.29999999999999993,0.4371454165422515,-0.13714541654225154,0.13714541654225154,163.4
2,Formula,0.7850000000000001,1.0,-0.21499999999999986,0.21499999999999986,219.95
3,Formula,0.5416861826697892,0.8583656812978999,-0.31667949862811073,0.31667949862811073,205.72
4,Formula,0.551651809124279,0.7205135861451181,-0.16886177702083904,0.16886177702083904,191.87
5,Formula,0.6424242424242423,0.9138051159550115,-0.2713808735307691,0.2713808735307691,211.29
6,Formula,-0.5089820359281436,0.12202647556484529,-0.6310085114929889,0.6310085114929889,131.74
7,Formula,0.24401197604790412,0.5476261570618095,-0.30361418101390536,0.30361418101390536,174.5
8,Formula,0.4099999999999999,0.4051955807703792,0.0048044192296207155,0.0048044192296207155,160.19
9,Formula,0.7099999999999999,0.6687568428386582,0.04124315716134164,0.04124315716134164,186.67
10,Formula,0.6424242424242423,0.3036727381307854,0.33875150429345696,0.33875150429345696,149.99
11,Formula,-0.13492063492063494,0.291728874290833,-0.42664950921146794,0.42664950921146794,148.79
12,Formula,0.71,0.6795063202946153,0.030493679705384635,0.030493679705384635,187.75
13,Formula,0.7450980392156863,0.58415447397233,0.1609435652433563,0.1609435652433563,178.17
14,Formula,1.1391509433962264,0.897282770976411,0.2418681724198154,0.2418681724198154,209.63
15,Formula,0.5800000000000001,0.8939982084204242,-0.31399820842042414,0.31399820842042414,209.3
16,Formula,0.11000000000000004,0.663481636309346,-0.553481636309346,0.553481636309346,186.14
17,Formula,0.99,0.8978799641684085,0.09212003583159145,0.09212003583159145,209.69
18,Formula,0.8068181818181819,0.6982183736438738,0.10859980817430803,0.10859980817430803,189.63
19,Formula,0.45999999999999996,0.7413158156663682,-0.2813158156663682,0.2813158156663682,193.96
20,Formula,0.9117647058823529,0.9364984572509207,-0.024733751368567813,0.024733751368567813,213.57
21,Formula,-0.8872180451127817,0.0,-0.8872180451127817,0.8872180451127817,119.48
22,Formula,-0.16000000000000003,0.6369065392654524,-0.7969065392654524,0.7969065392654524,183.47
23,Formula,-0.050000000000000044,0.29451577585348854,-0.3445157758534886,0.3445157758534886,149.07
24,Formula,0.8900000000000001,0.9370956504429183,-0.04709565044291819,0.04709565044291819,213.63
25,Formula,0.5800000000000001,0.42540061709963173,0.15459938290036834,0.15459938290036834,162.22
26,Formula,0.1399999999999999,0.47646063501542746,-0.33646063501542756,0.33646063501542756,167.35
27,Formula,0.6099999999999999,0.9919378919080323,-0.3819378919080324,0.3819378919080324,219.14
28,Formula,0.528443113772455,0.7268836468597591,-0.19844053308730414,0.19844053308730414,192.51
29,Formula,0.8599999999999999,0.6931422315118942,0.16685776848810563,0.16685776848810563,189.12
30,Formula,0.3627450980392156,0.5166716432765999,-0.15392654523738425,0.15392654523738425,171.39
31,Formula,0.39999999999999997,0.5295112969045487,-0.1295112969045487,0.1295112969045487,172.68
32,Formula,1.0999999999999999,0.5539962177764506,0.5460037822235493,0.5460037822235493,175.14
33,Formula,0.44999999999999996,0.291330745496168,0.15866925450383196,0.15866925450383196,148.75
34,Formula,0.6636363636363638,0.4685975913207923,0.19503877231557148,0.19503877231557148,166.56
35,Formula,0.7200000000000001,0.9312232507216085,-0.2112232507216084,0.2112232507216084,213.04
36,Formula,0.030000000000000027,0.2554991539763114,-0.22549915397631137,0.22549915397631137,145.15
37,Formula,0.8000000000000002,0.4324674032049369,0.3675325967950633,0.3675325967950633,162.93
38,Formula,0.17272727272727256,0.40420025878371657,-0.231472986056444,0.231472986056444,160.09
39,Formula,0.5899999999999999,0.8209415745993831,-0.23094157459938325,0.23094157459938325,201.96
40,Formula,0.29,0.40977406190902765,-0.11977406190902767,0.11977406190902767,160.65
