Experiment_ID,Node,Predicted_Value,Measured_Value,Residual,Absolute_Error,Original_Predicted_Value,Original_Measured_Value
2,Formula,0.897495755517827,0.9294664771993285,-0.0319707216815015,0.0319707216815015,1.038709677419355,208.86
3,Formula,0.5830448744682624,0.6974551091590235,-0.11441023469076117,0.11441023469076117,0.6973058637083992,190.9
4,Formula,0.6855263157894737,0.591525642681824,0.0940006731076497,0.0940006731076497,0.8085714285714285,182.7
5,Formula,0.5118421052631579,0.8590621366748482,-0.34722003141169033,0.34722003141169033,0.62,203.41
7,Formula,0.48410703725606136,0.42578478232786476,0.05832225492819659,0.05832225492819659,0.5898876404494381,169.87
8,Formula,0.2355263157894735,0.2060457305257721,0.029480585263701398,0.029480585263701398,0.31999999999999995,152.86
9,Formula,0.6960526315789475,0.6922878181113552,0.003764813467592276,0.003764813467592276,0.8200000000000002,190.5
10,Formula,0.5118421052631579,0.2409249450975327,0.27091716016562517,0.27091716016562517,0.62,155.56
12,Formula,0.7328947368421052,0.6252422167678595,0.10765252007424564,0.10765252007424564,0.8599999999999999,185.31
13,Formula,0.5802767930188164,0.580674331481721,-0.0003975384629045786,0.0003975384629045786,0.694300518134715,181.86
14,Formula,0.9078947368421052,0.9466477199328253,-0.03875298309072006,0.03875298309072006,1.0499999999999998,210.19
15,Formula,0.449561403508772,1.0,-0.550438596491228,0.550438596491228,0.5523809523809525,214.32
17,Formula,0.8618421052631579,0.8883865133703658,-0.02654440810720793,0.02654440810720793,0.9999999999999999,205.68
18,Formula,0.7661483253588518,0.6902209016922879,0.07592742366656391,0.07592742366656391,0.8961038961038962,190.34
19,Formula,0.5338915470494419,0.7000387546828575,-0.16614720763341562,0.16614720763341562,0.643939393939394,191.1
20,Formula,1.0,0.848727554579512,0.151272445420488,0.151272445420488,1.15,202.61
22,Formula,0.37368421052631573,0.42449295956594774,-0.050808749039632006,0.050808749039632006,0.47000000000000003,169.77
23,Formula,0.0,0.0,0.0,0.0,0.0642857142857145,136.91
24,Formula,0.9907894736842108,0.9649916031520478,0.02579787053216298,0.02579787053216298,1.1400000000000001,211.61
25,Formula,0.449561403508772,0.2613357447358221,0.1882256587729499,0.1882256587729499,0.5523809523809525,157.14
27,Formula,0.7789473684210526,0.9152564268182405,-0.13630905839718788,0.13630905839718788,0.9099999999999999,207.76
28,Formula,0.5601973684210525,0.6496576669680919,-0.08946029854703941,0.08946029854703941,0.6724999999999999,187.2
29,Formula,0.769736842105263,0.7415062653403954,0.02823057676486762,0.02823057676486762,0.8999999999999999,194.31
30,Formula,0.5118421052631579,0.4328898075184084,0.07895229774474949,0.07895229774474949,0.62,170.42
32,Formula,0.6592105263157895,0.5840330706627052,0.07517745565308431,0.07517745565308431,0.78,182.12
33,Formula,0.36447368421052617,0.1362873013822505,0.22818638282827566,0.22818638282827566,0.45999999999999996,147.46
34,Formula,0.5763157894736841,0.373724325022607,0.20259146445107712,0.20259146445107712,0.69,165.84
35,Formula,0.9078947368421053,0.9016922878181115,0.006202449023993806,0.006202449023993806,1.05,206.71
37,Formula,0.4197368421052629,0.3152047539077639,0.10453208819749898,0.10453208819749898,0.5199999999999998,161.31
38,Formula,0.21710526315789463,0.1833096499160315,0.03379561324186314,0.03379561324186314,0.30000000000000004,151.1
39,Formula,0.6650359874044083,0.669551737501615,-0.004515750097206728,0.004515750097206728,0.7863247863247862,188.74
40,Formula,0.3736842105263157,0.39917323343237315,-0.02548902290605748,0.02548902290605748,0.47,167.81
