EndPathways	QueryNode	EndNode	Path_String	relations_path	Path_Score	Path_Length	Final_Effect	Effect	n	mean	sd	zscore
ACROSOME_ASSEMBLY	DYDC1	ACROSOME_ASSEMBLY	DYDC1-->ACROSOME_ASSEMBLY	SIGNOR-263881	0.3	1	1	up-regulates	7369	2.9992672004342515	0.04447797537521095	-60.68772640084339
ACROSOME_ASSEMBLY	KATNAL2	ACROSOME_ASSEMBLY	KATNAL2-->ACROSOME_ASSEMBLY	SIGNOR-267179	0.3	1	1	up-regulates	7369	2.9992672004342515	0.04447797537521095	-60.68772640084339
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8IP2	ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8IP2-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-70860;SIGNOR-258976	0.663	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2109882413342454
ACTIN_CYTOSKELETON_REORGANIZATION	NGEF	ACTIN_CYTOSKELETON_REORGANIZATION	NGEF-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260562;SIGNOR-196740;SIGNOR-258975	0.841	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9632097324874658
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8	ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-258976	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	MAP3K7	ACTIN_CYTOSKELETON_REORGANIZATION	MAP3K7-->MAP2K4-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-50618;SIGNOR-249654;SIGNOR-258976	0.784	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.042554535882221
ACTIN_CYTOSKELETON_REORGANIZATION	MYD88	ACTIN_CYTOSKELETON_REORGANIZATION	MYD88-->TRAF6-->TAB1-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260160;SIGNOR-205455;SIGNOR-205440;SIGNOR-254360	0.702	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.156699691643097
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP10	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP10--|RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260465;SIGNOR-258974;SIGNOR-258976	0.821	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9910500143803622
ACTIN_CYTOSKELETON_REORGANIZATION	MAP3K1	ACTIN_CYTOSKELETON_REORGANIZATION	MAP3K1-->MAP2K7-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-51207;SIGNOR-51203;SIGNOR-258976	0.841	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9632097324874658
ACTIN_CYTOSKELETON_REORGANIZATION	DUSP4	ACTIN_CYTOSKELETON_REORGANIZATION	DUSP4--|MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-27756;SIGNOR-258976	0.585	2	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.3195653407165424
ACTIN_CYTOSKELETON_REORGANIZATION	CAMK1	ACTIN_CYTOSKELETON_REORGANIZATION	CAMK1--|SYN1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-250615;SIGNOR-269187	0.753	2	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0857069728162108
ACTIN_CYTOSKELETON_REORGANIZATION	DAAM1	ACTIN_CYTOSKELETON_REORGANIZATION	DAAM1-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-185268;SIGNOR-196740;SIGNOR-258975	0.697	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.163659762116321
ACTIN_CYTOSKELETON_REORGANIZATION	RAC1	ACTIN_CYTOSKELETON_REORGANIZATION	RAC1-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-195414;SIGNOR-258976	0.644	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2374365091324973
ACTIN_CYTOSKELETON_REORGANIZATION	COMMD5	ACTIN_CYTOSKELETON_REORGANIZATION	COMMD5-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-261693	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	VAV2	ACTIN_CYTOSKELETON_REORGANIZATION	VAV2-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260582;SIGNOR-258974;SIGNOR-258976	0.733	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.113547254709107
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF4	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF4-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260531;SIGNOR-196740;SIGNOR-258975	0.843	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.960425704298176
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF4	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF4-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260531;SIGNOR-258974;SIGNOR-258976	0.807	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.01053821170539
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF25	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF25-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260544;SIGNOR-196740;SIGNOR-258975	0.66	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2151642836181797
ACTIN_CYTOSKELETON_REORGANIZATION	PTPN1	ACTIN_CYTOSKELETON_REORGANIZATION	PTPN1-->SRC--|CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-245299;SIGNOR-98720;SIGNOR-261696	0.761	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.074570860059052
ACTIN_CYTOSKELETON_REORGANIZATION	PTPN1	ACTIN_CYTOSKELETON_REORGANIZATION	PTPN1-->CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-248432;SIGNOR-261696	0.796	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.025850366746483
ACTIN_CYTOSKELETON_REORGANIZATION	TRAF6	ACTIN_CYTOSKELETON_REORGANIZATION	TRAF6-->TAB2-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-205458;SIGNOR-205446;SIGNOR-254360	0.785	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0411625217875757
ACTIN_CYTOSKELETON_REORGANIZATION	MYO9B	ACTIN_CYTOSKELETON_REORGANIZATION	MYO9B--|RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260509;SIGNOR-258974;SIGNOR-258976	0.675	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.1942840721985073
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8IP3	ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8IP3-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-134558;SIGNOR-258976	0.578	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.329309439379056
ACTIN_CYTOSKELETON_REORGANIZATION	CASP8	ACTIN_CYTOSKELETON_REORGANIZATION	CASP8-->CASP3-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-149420;SIGNOR-106546;SIGNOR-258975	0.809	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0077541835161
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP5	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP5--|RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260461;SIGNOR-196740;SIGNOR-258975	0.676	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.1928920581038622
ACTIN_CYTOSKELETON_REORGANIZATION	GNA13	ACTIN_CYTOSKELETON_REORGANIZATION	GNA13-->ARHGEF12-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-256519;SIGNOR-84657;SIGNOR-258974;SIGNOR-258976	0.805	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0133222398946793
ACTIN_CYTOSKELETON_REORGANIZATION	AKAP13	ACTIN_CYTOSKELETON_REORGANIZATION	AKAP13-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260527;SIGNOR-258974;SIGNOR-258976	0.743	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.099627113762659
ACTIN_CYTOSKELETON_REORGANIZATION	SUN2	ACTIN_CYTOSKELETON_REORGANIZATION	SUN2--[]LINC_COMPLEX-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-263286;SIGNOR-263293	0.772	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.059258705017959
ACTIN_CYTOSKELETON_REORGANIZATION	MCF2	ACTIN_CYTOSKELETON_REORGANIZATION	MCF2-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260556;SIGNOR-196740;SIGNOR-258975	0.766	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.067610789585828
ACTIN_CYTOSKELETON_REORGANIZATION	VAV3	ACTIN_CYTOSKELETON_REORGANIZATION	VAV3-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260584;SIGNOR-258974;SIGNOR-258976	0.765	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0690028036804726
ACTIN_CYTOSKELETON_REORGANIZATION	NHS	ACTIN_CYTOSKELETON_REORGANIZATION	NHS-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-253565	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	SYN1	ACTIN_CYTOSKELETON_REORGANIZATION	SYN1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-269187	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK14	ACTIN_CYTOSKELETON_REORGANIZATION	MAPK14--|TAB1-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-185584;SIGNOR-205440;SIGNOR-254360	0.68	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.1873240017252833
ACTIN_CYTOSKELETON_REORGANIZATION	SYK	ACTIN_CYTOSKELETON_REORGANIZATION	SYK-->VAV1-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-107046;SIGNOR-260580;SIGNOR-258974;SIGNOR-258976	0.805	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0133222398946793
ACTIN_CYTOSKELETON_REORGANIZATION	PTPN2	ACTIN_CYTOSKELETON_REORGANIZATION	PTPN2--|SRC--|CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-177116;SIGNOR-98720;SIGNOR-261696	0.811	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0049701553268107
ACTIN_CYTOSKELETON_REORGANIZATION	TBCK	ACTIN_CYTOSKELETON_REORGANIZATION	TBCK-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-266701	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	GMIP	ACTIN_CYTOSKELETON_REORGANIZATION	GMIP--|RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260505;SIGNOR-258974;SIGNOR-258976	0.833	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9743458452446243
ACTIN_CYTOSKELETON_REORGANIZATION	MAP2K4	ACTIN_CYTOSKELETON_REORGANIZATION	MAP2K4-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-249654;SIGNOR-258976	0.527	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.400302158205942
ACTIN_CYTOSKELETON_REORGANIZATION	AKAP13	ACTIN_CYTOSKELETON_REORGANIZATION	AKAP13-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260527;SIGNOR-196740;SIGNOR-258975	0.779	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0495146063554452
ACTIN_CYTOSKELETON_REORGANIZATION	TAB2	ACTIN_CYTOSKELETON_REORGANIZATION	TAB2-->MAP3K7-->MAP2K4-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-120268;SIGNOR-50618;SIGNOR-249654;SIGNOR-258976	0.841	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9632097324874658
ACTIN_CYTOSKELETON_REORGANIZATION	NGEF	ACTIN_CYTOSKELETON_REORGANIZATION	NGEF-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260562;SIGNOR-258974;SIGNOR-258976	0.805	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0133222398946793
ACTIN_CYTOSKELETON_REORGANIZATION	ITSN1	ACTIN_CYTOSKELETON_REORGANIZATION	ITSN1-->CDC42-->PAK1-->CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260612;SIGNOR-248243;SIGNOR-169694;SIGNOR-261696	0.796	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.025850366746483
ACTIN_CYTOSKELETON_REORGANIZATION	SYK	ACTIN_CYTOSKELETON_REORGANIZATION	SYK-->VAV1-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-107046;SIGNOR-260580;SIGNOR-196740;SIGNOR-258975	0.841	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9632097324874658
ACTIN_CYTOSKELETON_REORGANIZATION	SRC	ACTIN_CYTOSKELETON_REORGANIZATION	SRC--|CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-98720;SIGNOR-261696	0.521	2	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.4086542427738116
ACTIN_CYTOSKELETON_REORGANIZATION	DCC	ACTIN_CYTOSKELETON_REORGANIZATION	DCC-->MYO10-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-268281;SIGNOR-268283	0.583	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.322349368905832
ACTIN_CYTOSKELETON_REORGANIZATION	CDK5	ACTIN_CYTOSKELETON_REORGANIZATION	CDK5-->SYN1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-78883;SIGNOR-269187	0.76	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.075962874153697
ACTIN_CYTOSKELETON_REORGANIZATION	SYN3	ACTIN_CYTOSKELETON_REORGANIZATION	SYN3-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-269186	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	PRKCD	ACTIN_CYTOSKELETON_REORGANIZATION	PRKCD-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-151428;SIGNOR-258976	0.807	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.01053821170539
ACTIN_CYTOSKELETON_REORGANIZATION	FSCN1	ACTIN_CYTOSKELETON_REORGANIZATION	FSCN1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-268375	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGDIA	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGDIA--|RAC1-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-268436;SIGNOR-195414;SIGNOR-258976	0.832	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9757378593392694
ACTIN_CYTOSKELETON_REORGANIZATION	PAK1	ACTIN_CYTOSKELETON_REORGANIZATION	PAK1-->CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-169694;SIGNOR-261696	0.61	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2847649883504215
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK9	ACTIN_CYTOSKELETON_REORGANIZATION	MAPK9-->MAPK8IP1--|MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-101201;SIGNOR-124727;SIGNOR-258976	0.672	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.1984601144824416
ACTIN_CYTOSKELETON_REORGANIZATION	OPHN1	ACTIN_CYTOSKELETON_REORGANIZATION	OPHN1-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-268397;SIGNOR-258974;SIGNOR-258976	0.843	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.960425704298176
ACTIN_CYTOSKELETON_REORGANIZATION	NET1	ACTIN_CYTOSKELETON_REORGANIZATION	NET1-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260561;SIGNOR-258974;SIGNOR-258976	0.628	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2597087346468143
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF1	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF1-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-77914;SIGNOR-196740;SIGNOR-258975	0.683	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.183147959441349
ACTIN_CYTOSKELETON_REORGANIZATION	PTK2	ACTIN_CYTOSKELETON_REORGANIZATION	PTK2--|ACTN1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-192126;SIGNOR-264618	0.719	2	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.133035452034135
ACTIN_CYTOSKELETON_REORGANIZATION	ROCK2	ACTIN_CYTOSKELETON_REORGANIZATION	ROCK2-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-261712	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP20	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP20--|RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260472;SIGNOR-258974;SIGNOR-258976	0.739	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.1051951701412386
ACTIN_CYTOSKELETON_REORGANIZATION	MYO9B	ACTIN_CYTOSKELETON_REORGANIZATION	MYO9B--|RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260509;SIGNOR-196740;SIGNOR-258975	0.711	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.144171564791294
ACTIN_CYTOSKELETON_REORGANIZATION	WDR62	ACTIN_CYTOSKELETON_REORGANIZATION	WDR62-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-271718;SIGNOR-258976	0.75	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.089883015100145
ACTIN_CYTOSKELETON_REORGANIZATION	RAC1	ACTIN_CYTOSKELETON_REORGANIZATION	RAC1-->PAK1-->CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-248236;SIGNOR-169694;SIGNOR-261696	0.816	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9980100848535867
ACTIN_CYTOSKELETON_REORGANIZATION	VAV3	ACTIN_CYTOSKELETON_REORGANIZATION	VAV3-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260584;SIGNOR-196740;SIGNOR-258975	0.801	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0188902962732587
ACTIN_CYTOSKELETON_REORGANIZATION	ROCK1	ACTIN_CYTOSKELETON_REORGANIZATION	ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-258975	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
ACTIN_CYTOSKELETON_REORGANIZATION	TAB1	ACTIN_CYTOSKELETON_REORGANIZATION	TAB1-->MAP3K7-->MAP2K6-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-41941;SIGNOR-109497;SIGNOR-260721;SIGNOR-254360	0.793	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0300264090304174
ACTIN_CYTOSKELETON_REORGANIZATION	MAP2K6	ACTIN_CYTOSKELETON_REORGANIZATION	MAP2K6-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260721;SIGNOR-254360	0.528	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.3989101441112974
ACTIN_CYTOSKELETON_REORGANIZATION	MCF2	ACTIN_CYTOSKELETON_REORGANIZATION	MCF2-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260556;SIGNOR-258974;SIGNOR-258976	0.73	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.117723296993042
ACTIN_CYTOSKELETON_REORGANIZATION	ECT2	ACTIN_CYTOSKELETON_REORGANIZATION	ECT2-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260550;SIGNOR-196740;SIGNOR-258975	0.825	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.985481958001783
ACTIN_CYTOSKELETON_REORGANIZATION	GNA13	ACTIN_CYTOSKELETON_REORGANIZATION	GNA13-->ARHGEF12-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-256519;SIGNOR-84657;SIGNOR-196740;SIGNOR-258975	0.841	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9632097324874658
ACTIN_CYTOSKELETON_REORGANIZATION	MAP3K7	ACTIN_CYTOSKELETON_REORGANIZATION	MAP3K7-->MAP2K6-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-109497;SIGNOR-260721;SIGNOR-254360	0.727	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.1218993392769763
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8IP1	ACTIN_CYTOSKELETON_REORGANIZATION	MAPK8IP1--|MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-124727;SIGNOR-258976	0.425	2	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.542287595859715
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK14	ACTIN_CYTOSKELETON_REORGANIZATION	MAPK14-->DUSP1--|MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-83752;SIGNOR-46079;SIGNOR-258976	0.732	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.1149392688037523
ACTIN_CYTOSKELETON_REORGANIZATION	VAV2	ACTIN_CYTOSKELETON_REORGANIZATION	VAV2-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260582;SIGNOR-196740;SIGNOR-258975	0.769	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0634347473018932
ACTIN_CYTOSKELETON_REORGANIZATION	TAB2	ACTIN_CYTOSKELETON_REORGANIZATION	TAB2-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-205446;SIGNOR-254360	0.725	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.124683367466266
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP20	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP20--|RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260472;SIGNOR-196740;SIGNOR-258975	0.775	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0550826627340246
ACTIN_CYTOSKELETON_REORGANIZATION	SYNE2	ACTIN_CYTOSKELETON_REORGANIZATION	SYNE2--[]LINC_COMPLEX-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-263283;SIGNOR-263293	0.778	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.05090662045009
ACTIN_CYTOSKELETON_REORGANIZATION	NET1	ACTIN_CYTOSKELETON_REORGANIZATION	NET1-->RHOA-->ROCK1-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260561;SIGNOR-196740;SIGNOR-258975	0.664	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2095962272396004
ACTIN_CYTOSKELETON_REORGANIZATION	TRAF6	ACTIN_CYTOSKELETON_REORGANIZATION	TRAF6-->TAB1-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-205455;SIGNOR-205440;SIGNOR-254360	0.621	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2694528333093285
ACTIN_CYTOSKELETON_REORGANIZATION	RHOA	ACTIN_CYTOSKELETON_REORGANIZATION	RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-258974;SIGNOR-258976	0.474	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.4740789052221186
ACTIN_CYTOSKELETON_REORGANIZATION	TAB1	ACTIN_CYTOSKELETON_REORGANIZATION	TAB1-->P38-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-205440;SIGNOR-254360	0.488	2	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.4545907078970908
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF25	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGEF25-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260544;SIGNOR-258974;SIGNOR-258976	0.624	3	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.2652767910253937
ACTIN_CYTOSKELETON_REORGANIZATION	GNA12	ACTIN_CYTOSKELETON_REORGANIZATION	GNA12-->ARHGEF12-->RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-256522;SIGNOR-84657;SIGNOR-258974;SIGNOR-258976	0.811	4	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.0049701553268107
ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP21	ACTIN_CYTOSKELETON_REORGANIZATION	ARHGAP21--|RHOA-->MAPK8-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-260475;SIGNOR-258974;SIGNOR-258976	0.841	3	-1	down-regulates	14425	2.2513375389948007	0.7183835306316694	-1.9632097324874658
ACTIN_CYTOSKELETON_REORGANIZATION	CTTN	ACTIN_CYTOSKELETON_REORGANIZATION	CTTN-->ACTIN_CYTOSKELETON_REORGANIZATION	SIGNOR-261696	0.3	1	1	up-regulates	14425	2.2513375389948007	0.7183835306316694	-2.716289357690319
